document_index	document	synthetic_query	__index_level_0__	Context_Relevance_Label	generated_answer	Answer_Faithfulness_Label	Answer_Relevance_Label
2832	"A note on the holiday from Varro indicates that this Agonia was of more recondite significance than the Liberalia held on the same day. Varro's source is the books of the Salian priests surnamed ""Agonenses"", who call it the Agonia instead. According to Masurius Sabinus, the Liberalia was called the ""Agonium Martiale"" by the pontiffs. Modern scholars are inclined to think that the sharing of the date was a coincidence, and that the two festivals were unrelated."	"What was called the ""Agonium Martiale"" by the pontiffs?"	13467.0	Yes	$75,000	No	No
5870	Dynastic cycle (): is an important political theory in the History of China/Chinese history. According to this theory, each dynasty in Chinese history, rises to a political, cultural, and economic peak and then, because of moral corruption, declines, loses the Mandate of Heaven, and falls, only to be replaced by a new dynasty. The cycle then repeats under a surface pattern of repetitive motifs.	What does the dynastic cycle describe in Chinese history?	20951.0	Yes	The dynastic cycle describes the rise and fall of each dynasty in Chinese history, where a dynasty rises to a peak and then declines due to moral corruption, loses the Mandate of Heaven, and falls, only to be replaced by a new dynasty.	Yes	Yes
3213	"In the Season 10 episode ""Nelson's Sparrow"", Gideon was murdered off-screen, having been shot dead at a close range by a serial killer named Donnie Mallick (Arye Gross), which prompts the BAU team to investigate Gideon's murder. During the flashbacks focusing on a young version of him for the episode which show him working at the BAU in 1978, he is played by Ben Savage."	Who played a young version of Gideon in the flashbacks focusing on 1978?	6335.0	Yes	Marshall Sahlins	No	No
4660	The Eagles had far and away the best team in the NFC and proved that right from the start. Possessing a high-powered offense which featured McNabb, Owens, and Brian Westbrook, as well as a bruising defense led by Pro Bowlers Trotter, Brian Dawkins, Lito Sheppard, and Michael Lewis, they steamrolled opponents on the way to a 13–1 start to the season. After resting starters for the final two games, the 13–3 Eagles soared past the Minnesota Vikings and the Atlanta Falcons in the playoffs, earning a trip to Super Bowl XXXIX in Jacksonville against the defending champion New England Patriots. The game was hard fought, but the Eagles fell 24–21, ending their magical season one score short of the ultimate goal. This season was considered the franchise's most successful until their Super Bowl LII-winning 2017 season.	What was the main difference between the HA-2 and the HA-2SE?		No			
459	The Super Bowl LII Halftime Show (officially known as the Pepsi Super Bowl LII Halftime Show) took place on February 4, 2018 at U.S. Bank Stadium in Minneapolis, Minnesota, as part of Super Bowl LII. Justin Timberlake was the featured performer, as confirmed by the National Football League (NFL) on October 22, 2017. It was televised nationally by NBC. It received four nominations at the 70th Primetime Emmy Awards.	Who performed at the Super Bowl LII Halftime Show?	11907.0	Yes	1938	No	No
1224	The history of the Great Wall of China began when fortifications built by various states during the Spring and Autumn (771–476) and Warring States periods (475–221) were connected by the first emperor of China, Qin Shi Huang, to protect his newly founded Qin dynasty (221–206) against incursions by nomads from Inner Asia. The walls were built of rammed earth, constructed using forced labour, and by 212 ran from Gansu to the coast of southern Manchuria.	"When was filming for season 7 of ""Wentworth"" set to commence?"		No			
5691	"Cadbury, formerly Cadbury's and Cadbury Schweppes, is a British multinational confectionery company wholly owned by Mondelez International (originally Kraft Foods) since 2010. It is the second largest confectionery brand in the world after Mars. Cadbury is internationally headquartered in Uxbridge, west London, and operates in more than 50 countries worldwide. It is known for its Dairy Milk chocolate, the Creme Egg and Roses selection box, and many other confectionery products. One of the best-known British brands, in 2013 ""The Daily Telegraph"" named Cadbury among Britain's most successful exports."	What was saved from the fire by producer Jimmy Miller?		No			
1130	"For example, in the United States, a standard drink contains about 14 grams of alcohol. This corresponds to a glass of beer, a glass of 12% ABV (alcohol by volume) wine, or a so-called ""shot"" of spirit.Assuming that beer is 5% ABV, wine is 12% ABV, and spirits is 40% ABV (80 proof). Most wine today is higher than 12% ABV (the average ABV in Napa Valley in 1971 was 12.5% ). 80 proof is still the standard for spirits, though higher alcohol content is common."	What is the percentage of ABV in the standard spirit mentioned in the document?	19462.0	Yes	The College Board	No	No
3068	"""We Are the World"" is a charity single originally recorded by the supergroup United Support of Artists (USA) for Africa in 1985. It was written by Michael Jackson and Lionel Richie and produced by Quincy Jones and Michael Omartian for the album ""We Are the World"". With sales in excess of 20 million copies, it is one of fewer than 30 retail singles to have sold at least 10 million copies worldwide."	"What was the name of the album on which ""We Are the World"" was featured?"	15199.0	Yes	She was later found unconscious in a car trunk.	No	No
5005	In 1929, the CPR received its first 2-10-4 Selkirk locomotives, the largest steam locomotives to run in Canada and the British Empire. Named after the Selkirk Mountains where they served, these locomotives were well suited for steep grades. They were regularly used in passenger and freight service. The CPR would own 37 of these locomotives, including number 8000, an experimental high pressure engine. The last steam locomotives that the CPR received, in 1949, were Selkirks, numbered 5930–5935.	In what year did the CPR receive its first Selkirk locomotives?	13343.0	Yes	1929	Yes	Yes
1411	"During the last Ice Age, sea levels were lower and the Solent was part of a river flowing southeast from current day Poole Harbour towards mid-Channel. As sea levels rose, the river valley became flooded, and the chalk ridgeline west of the Needles breached to form the island. The Isle of Wight is first mentioned in writing in ""Geography"" by Ptolemy."	What is the source of the information that the Isle of Wight is first mentioned in writing?	3222.0	Yes	The United Kingdom's Private Finance Initiative.	No	No
